,Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,source,Item_Type_Combined,years
5044,Low Fat,FDD02,118.0124,592.562,0.084176826,16.6,OUT010,Tier 3,Small,Grocery Store,train,Food,15
5045,Regular,FDI36,199.7426,593.2278,0.062343432000000004,12.5,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
5046,Low Fat,DRK39,82.425,1414.825,0.049942926,7.02,OUT049,Tier 1,Medium,Supermarket Type1,train,Drinks,14
5047,Regular,FDH44,147.6418,1471.418,0.025867261000000003,19.1,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5048,Regular,FDS56,262.6252,524.6504,0.038817121,5.785,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5049,Low Fat,DRJ59,40.3164,502.0132,0.01941154,11.65,OUT045,Tier 2,Small,Supermarket Type1,train,Drinks,11
5050,Non-Edible,NCA30,190.1872,567.2616,0.216478153,19.0,OUT010,Tier 3,Small,Grocery Store,train,Non-consumable,15
5051,Low Fat,FDF17,197.81099999999998,2946.165,0.042707323,5.19,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
5052,Non-Edible,NCX18,196.31099999999998,3338.987,0.008293218699999999,14.15,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
5053,Non-Edible,NCO53,183.7608,2940.1728,0.175898114,16.2,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
5054,Regular,FDT23,78.8986,623.1888,0.074847665,7.72,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5055,Non-Edible,NCJ19,56.2588,1030.6584,0.118180011,18.6,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
5056,Regular,FDI05,76.5354,1805.6496,0.127587344,8.35,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5057,Non-Edible,NCJ19,55.6588,114.5176,0.19780911,18.6,OUT010,Tier 3,Small,Grocery Store,train,Non-consumable,15
5058,Non-Edible,NCS29,264.0884,4504.8028,0.069208684,9.0,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
5059,Non-Edible,NCC06,129.8336,3451.5072,0.026963908999999998,19.0,OUT013,Tier 3,High,Supermarket Type1,train,Non-consumable,26
5060,Regular,FDJ12,207.4296,2492.7552,0.039261947,8.895,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5061,Low Fat,FDW48,78.5618,402.809,0.008533716,18.0,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
5062,Regular,FDX32,144.7786,2600.6148,0.100423086,15.1,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5063,Regular,FDH02,91.8488,2716.4640000000004,0.020056312444444443,7.269999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5064,Low Fat,FDD16,75.8696,2386.2272,0.036353098,20.5,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
5065,Low Fat,FDR09,259.7962,8028.8822,0.077348214,18.25,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5066,Low Fat,FDB32,93.3778,1314.2892,0.023548476000000002,20.6,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5067,Low Fat,FDP11,218.7166,4136.6154,0.069043044,15.85,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
5068,Regular,FDG09,187.7556,3004.0896,0.048010812,20.6,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5069,Regular,FDF21,187.85299999999998,2656.542,0.05877842900000001,10.3,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
5070,Non-Edible,NCJ19,55.2588,2748.4224,0.117607719,18.599999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
5071,Regular,FDY03,111.3202,337.5606,0.127412338,17.6,OUT010,Tier 3,Small,Grocery Store,train,Food,15
5072,Regular,FDK58,101.0016,2631.2416,0.044945123,11.35,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
5073,Low Fat,FDC26,112.2886,2557.3378,0.126579586,10.195,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5074,Low Fat,FDN15,138.518,2376.906,0.016802225,17.5,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5075,Low Fat,DRH11,56.0614,2597.2858,0.075192072,5.98,OUT027,Tier 3,Medium,Supermarket Type3,train,Drinks,28
5076,Non-Edible,NCK17,40.948,319.584,0.03786331,11.0,OUT013,Tier 3,High,Supermarket Type1,train,Non-consumable,26
5077,Regular,DRC01,47.7692,492.69199999999995,0.019200003,5.92,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,16
5078,Low Fat,FDD03,232.73,2796.36,0.07979117599999999,13.3,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5079,Non-Edible,NCY17,45.1086,669.1289999999999,0.16334971,18.2,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
5080,Regular,DRY23,42.3112,980.0576,0.109265987,9.395,OUT049,Tier 1,Medium,Supermarket Type1,train,Drinks,14
5081,Regular,FDT50,96.3752,1342.2528,0.10821852,6.75,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5082,Low Fat,FDC38,133.1942,2782.3782,0.122392031,15.7,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
5083,Non-Edible,NCN06,162.8868,327.5736,0.20168772,8.39,OUT010,Tier 3,Small,Grocery Store,train,Non-consumable,15
5084,Low Fat,FDP56,47.4692,1576.6144,0.046259035999999996,8.185,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5085,Low Fat,FDW34,244.917,2916.204,0.035651291,9.6,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
5086,Low Fat,FDU07,151.3366,3022.732,0.059835659000000006,11.1,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5087,Non-Edible,NCO55,108.9938,1071.938,0.09140807599999999,12.8,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
5088,Low Fat,FDL16,46.106,792.302,0.169405699,12.85,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5089,Low Fat,FDT59,231.9668,3225.1352,0.015943701,13.65,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
5090,Low Fat,DRF01,146.6102,1895.5326,0.174232377,5.655,OUT027,Tier 3,Medium,Supermarket Type3,train,Drinks,28
5091,Non-Edible,NCS06,261.591,3155.8920000000003,0.031801103,7.935,OUT045,Tier 2,Small,Supermarket Type1,train,Non-consumable,11
5092,Low Fat,FDY13,74.967,229.701,0.052749199000000004,12.099999999999998,OUT019,Tier 1,Small,Grocery Store,train,Food,28
5093,Low Fat,DRF36,189.9846,191.0846,0.039463564,16.1,OUT010,Tier 3,Small,Grocery Store,train,Drinks,15
5094,Regular,FDV10,41.8112,894.8352,0.06290438490000001,7.645,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
5095,Low Fat,FDE09,110.7228,331.5684,0.036159635,8.775,OUT010,Tier 3,Small,Grocery Store,train,Food,15
5096,Low Fat,FDC20,57.2272,1174.4712,0.024020077999999997,10.65,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
5097,Regular,FDI58,95.012,1864.24,0.071104408,7.64,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5098,Low Fat,FDI56,93.2146,1733.0774,0.093913607,7.325,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5099,Non-Edible,NCI17,94.741,1061.951,0.144006886,8.645,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
5100,Non-Edible,NCE19,55.7956,1037.3164,0.09315923300000001,8.97,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
5101,Regular,FDA26,219.3482,219.0482,0.129425145,7.855000000000002,OUT019,Tier 1,Small,Grocery Store,train,Food,28
5102,Regular,FDR01,198.6742,2388.8904,0.053839714000000004,5.405,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5103,Low Fat,FDC32,90.6462,2406.2012,0.09862906199999999,18.349999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5104,Regular,FDF11,240.1538,1442.1228,0.017658634,10.195,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5105,Regular,FDH46,103.5332,1230.3984,0.041282286,6.935,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
5106,Regular,FDY33,159.0262,159.1262,0.170186628,14.5,OUT019,Tier 1,Small,Grocery Store,train,Food,28
5107,Low Fat,DRG23,152.2682,1829.6184,0.086781204,8.88,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,16
5108,Regular,FDY04,162.52100000000002,4567.388,0.042270750999999995,17.7,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5109,Low Fat,FDE26,145.3786,2745.0934,0.089186275,9.3,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
5110,Non-Edible,NCU42,169.4474,4211.185,0.019502965,9.0,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
5111,Non-Edible,NCO42,146.0102,2916.204,0.024650932,21.25,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
5112,Low Fat,FDU25,59.2246,984.7182,0.026722744,12.35,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5113,Regular,FDW02,124.3704,3004.0896,0.037516862000000005,4.805,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5114,Regular,FDS22,43.9428,351.5424,0.023154399,16.85,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
5115,Low Fat,FDG57,49.8034,631.8442,0.072284689,14.7,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5116,Regular,FDQ25,173.9422,4138.6128,0.028391879,8.63,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5117,Non-Edible,NCS06,261.291,2892.901,0.031866022,7.935,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
5118,Regular,FDC29,112.7176,1832.2816,0.024088444,8.39,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5119,Non-Edible,NCZ41,126.7704,1752.3856,0.06440905599999999,19.85,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
5120,Low Fat,FDW23,37.5164,656.4788,0.082012293,5.765,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
5121,Regular,FDB03,240.5538,3845.6608,0.157075658,17.75,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5122,Regular,FDN25,55.5588,229.0352,0.107110465,7.894999999999998,OUT019,Tier 1,Small,Grocery Store,train,Food,28
5123,Non-Edible,NCN05,181.895,732.38,0.014459672,8.235,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
5124,Low Fat,FDV43,43.4086,847.5634,0.076483451,16.0,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5125,Low Fat,FDG44,55.0298,539.298,0.10234983,6.13,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5126,Low Fat,FDS12,127.2362,1635.8706,0.174827835,9.1,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5127,Low Fat,FDI52,121.4072,2450.144,0.10459102699999999,18.7,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
5128,Regular,FDU12,261.7568,1845.5976,0.07586884299999999,15.5,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5129,Regular,FDG58,156.7972,3427.5384,0.086764795,10.695,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5130,Low Fat,FDA16,220.8456,5084.0488,0.03408026,6.695,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5131,Non-Edible,NCD18,229.8668,4837.7028,0.072655379,16.0,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
5132,Regular,FDI21,62.6168,639.168,0.056555715,5.59,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
5133,Regular,FDW31,197.0742,2587.9646,0.043402224,11.35,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5134,Regular,FDB35,93.8804,1470.0864,0.064882207,12.3,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5135,Regular,FDK58,102.4016,2428.8384,0.044764726,11.349999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5136,Low Fat,FDU14,248.775,3745.125,0.034752647000000005,17.75,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
5137,Non-Edible,NCP43,178.56599999999997,2516.724,0.030631323,17.75,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
5138,Low Fat,FDM20,245.0144,3185.1872,0.0364918673,10.0,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5139,Low Fat,FDT36,35.2874,988.0472,0.110735739,12.299999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5140,Regular,FDW19,110.257,1757.7120000000002,0.038657256,12.35,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5141,Regular,FDB29,113.9176,2519.3872,0.052493162,16.7,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5142,Regular,FDN39,167.0816,1510.0344,0.06589099799999999,19.35,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5143,Regular,FDI02,112.0202,337.5606,0.114565093,15.7,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
5144,Low Fat,FDA46,196.1136,6026.8216,0.117065801,13.599999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5145,Low Fat,FDV36,124.902,2909.546,0.026450779,18.7,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5146,Regular,FDE35,59.5904,761.6752,0.043863865,7.06,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
5147,Low Fat,FDT46,52.4008,809.6128,0.029060789000000004,11.35,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5148,Regular,FDS21,62.7194,123.8388,0.036551446,19.849999999999998,OUT019,Tier 1,Small,Grocery Store,train,Food,28
5149,Low Fat,DRD12,90.9146,1459.4336,0.077630199,6.96,OUT017,Tier 2,Small,Supermarket Type1,train,Drinks,6
5150,Low Fat,FDR14,54.7298,107.8596,0.30473738699999997,11.650000000000002,OUT019,Tier 1,Small,Grocery Store,train,Food,28
5151,Regular,FDG22,37.919000000000004,768.9989999999999,0.041180766,17.599999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5152,Low Fat,FDX58,184.195,2746.425,0.043831721,13.15,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5153,Regular,FDB40,146.7102,4374.306,0.0075033719999999995,17.5,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5154,Regular,FDJ36,102.7332,205.0664,0.214681063,14.5,OUT010,Tier 3,Small,Grocery Store,train,Food,15
5155,Non-Edible,NCL53,177.4028,354.2056,0.060649825,7.5,OUT010,Tier 3,Small,Grocery Store,train,Non-consumable,15
5156,Non-Edible,NCX05,114.8492,1506.0396,0.09725893699999999,15.2,OUT045,Tier 2,Small,Supermarket Type1,train,Non-consumable,11
5157,Regular,FDO21,226.2404,1800.3232,0.009763021,11.6,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
5158,Non-Edible,NCF07,102.0016,1518.024,0.032152981000000004,9.0,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
5159,Regular,FDU20,119.7098,1325.6078,0.021439694,19.35,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
5160,Low Fat,FDK09,228.0352,458.0704,0.153592956,15.2,OUT010,Tier 3,Small,Grocery Store,train,Food,15
5161,Regular,FDY57,97.5752,1534.0032,0.12123130800000001,20.2,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5162,Low Fat,FDD51,45.2744,905.488,0.119371835,11.150000000000002,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5163,Low Fat,FDA49,87.4198,2267.7148,0.064607378,19.7,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5164,Regular,FDG33,171.0764,3263.7516,0.14024028,5.365,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
5165,Regular,FDG35,173.6738,2954.1546,0.006063933222222222,21.2,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5166,Regular,FDC52,150.6708,2106.5912,0.008296692,11.15,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
5167,Regular,FDS34,112.7518,683.1108,0.077193256,19.35,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5168,Non-Edible,NCY05,33.3874,282.2992,0.055075504000000004,13.5,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
5169,Regular,FDO46,188.1872,1701.7848,0.014209811000000001,9.6,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5170,Regular,FDY20,91.7488,1358.2320000000002,0.08187986400000001,12.5,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5171,Low Fat,FDA13,36.3506,607.2096,0.078540095,15.85,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5172,Regular,FDS04,141.7838,1685.8056,0.146540889,10.195,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
5173,Regular,FDU51,178.6028,2302.3364,0.097059596,20.2,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5174,Low Fat,FDK50,161.8894,2750.4198,0.028478742,7.96,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5175,Low Fat,FDO60,45.4086,981.3892,0.034340926,20.0,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
5176,Low Fat,FDM13,133.0626,1442.7886,0.063532672,6.425,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5177,Regular,FDU12,262.7568,7646.0472,0.075384242,15.5,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5178,Non-Edible,NCG54,170.9106,1539.9954,0.080131363,12.1,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-consumable,4
5179,Regular,FDH40,82.2276,243.6828,0.132111921,11.6,OUT010,Tier 3,Small,Grocery Store,train,Food,15
5180,Non-Edible,NCI06,179.166,359.532,0.083547515,11.299999999999999,OUT019,Tier 1,Small,Grocery Store,train,Non-consumable,28
5181,Low Fat,FDA58,236.9932,4242.4776,0.103731617,9.395,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5182,Regular,FDJ02,147.0418,2354.2688,0.025309134,17.2,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5183,Regular,FDP21,188.9872,2458.1336,0.0258457,7.42,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5184,Low Fat,FDN57,142.0154,2127.231,0.054223942000000004,18.25,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5185,Regular,FDV26,193.3794,8388.4142,0.07579164099999999,20.25,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5186,Regular,FDZ21,94.641,2799.6890000000003,0.03928284,17.6,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5187,Regular,FDG21,148.705,1797.66,0.14559143800000002,17.349999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5188,Regular,FDF26,155.1998,2460.7968,0.046824729,6.825,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5189,Low Fat,FDC39,208.9296,2700.4848,0.159062948,7.405,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
5190,Low Fat,FDQ24,250.5724,4026.7584,0.07396678599999999,15.7,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5191,Low Fat,FDC41,75.667,1301.639,0.117574554,15.6,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5192,Non-Edible,NCO14,44.2086,44.6086,0.049617765,9.6,OUT010,Tier 3,Small,Grocery Store,train,Non-consumable,15
5193,Regular,FDE05,144.0102,5394.9774,0.032296886000000004,10.894999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5194,Regular,FDW52,163.1526,3946.8624,0.037340835,14.0,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5195,Low Fat,FDL36,88.18299999999999,1438.128,0.075707087,15.099999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5196,Regular,FDS04,139.0838,3652.5788,0.146635206,10.195,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5197,Non-Edible,NCC18,172.4422,3621.2862,0.17754562399999999,19.1,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
5198,Low Fat,FDN01,175.937,529.311,0.072693696,8.895,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5199,Regular,FDY02,262.291,1314.955,0.146701312,8.945,OUT010,Tier 3,Small,Grocery Store,train,Food,15
5200,Low Fat,FDV15,103.7648,2804.3496,0.146999264,10.3,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5201,Regular,FDC34,155.2972,3894.93,0.173109453,16.0,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
5202,Regular,FDX10,34.3874,388.1614,0.12441028400000001,6.385,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5203,Non-Edible,NCF19,47.9034,583.2408,0.035079516,13.0,OUT013,Tier 3,High,Supermarket Type1,train,Non-consumable,26
5204,Regular,FDE17,150.9366,3476.1418,0.054763518,20.1,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5205,Low Fat,FDJ08,189.2846,3630.6074,0.11112293599999999,11.1,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5206,Non-Edible,NCN53,35.4874,388.1614,0.030330202,5.175,OUT013,Tier 3,High,Supermarket Type1,train,Non-consumable,26
5207,Regular,FDC16,88.25399999999999,1298.31,0.018017736875,11.5,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
5208,Regular,FDO15,73.7038,1404.1722,0.008601441,16.75,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5209,Low Fat,FDQ23,102.3332,1948.1308,0.024407061,6.549999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5210,Low Fat,DRF37,261.591,3418.883,0.08426245800000001,17.25,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,26
5211,Low Fat,FDN40,155.3998,2153.1972,0.08644044,5.88,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5212,Low Fat,FDN24,54.2956,1310.2944,0.11271892800000001,14.099999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5213,Low Fat,FDF16,147.6076,3251.7672,0.086619573,7.3,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5214,Low Fat,FDH27,143.0128,1150.5024,0.058437653,7.075,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5215,Low Fat,FDY52,59.7536,980.0576,0.0069269705,6.365,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5216,Non-Edible,NCH55,125.20200000000001,2783.0440000000003,0.034504414,16.349999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
5217,Non-Edible,NCH18,247.0802,1228.401,0.044652785,9.3,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
5218,Regular,DRC01,50.3692,591.2304,0.019184026,5.92,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,26
5219,Non-Edible,NCO14,42.6086,133.8258,0.029638267000000003,9.6,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
5220,Low Fat,DRG39,52.0982,578.5802,0.042180995,14.15,OUT046,Tier 1,Small,Supermarket Type1,train,Drinks,16
5221,Low Fat,DRK13,198.2084,3769.7596,0.11507174,11.8,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,26
5222,Regular,FDD41,106.1306,1672.4896,0.087437069,6.765,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
5223,Regular,FDQ19,242.6512,12117.56,0.014295563999999998,7.3500000000000005,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5224,Low Fat,FDX58,181.695,549.285,0.073251428,13.15,OUT010,Tier 3,Small,Grocery Store,train,Food,15
5225,Low Fat,FDK40,263.191,6574.775,0.021743592000000003,7.034999999999998,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,28
5226,Low Fat,FDI52,122.9072,490.0288,0.10527024,18.7,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5227,Low Fat,FDT28,149.9708,2106.5912,0.063513272,13.3,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
5228,Regular,FDH52,61.5194,866.8716,0.044151435,9.42,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5229,Low Fat,FDZ38,170.4422,2759.0752,0.008001018,17.6,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
5230,Low Fat,FDF12,149.3076,1921.4988,0.0828941,8.235,OUT017,Tier 2,Small,Supermarket Type1,train,Food,6
5231,Non-Edible,NCE06,162.6894,2588.6304,0.091042211,5.825000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-consumable,28
5232,Regular,FDO45,89.6856,703.0848,0.038011783,13.15,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5233,Non-Edible,NCS18,106.3938,3751.783,0.042296724,12.65,OUT045,Tier 2,Small,Supermarket Type1,train,Non-consumable,11
5234,Non-Edible,NCE54,73.2354,1504.7079999999999,0.02695441,20.7,OUT045,Tier 2,Small,Supermarket Type1,train,Non-consumable,11
5235,Low Fat,FDB50,76.7986,2648.5524,0.153930108,13.0,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
5236,Low Fat,FDZ20,256.1356,6358.39,0.034376537,16.1,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
5237,Low Fat,FDB11,226.2404,4725.8484,0.060971431,16.0,OUT045,Tier 2,Small,Supermarket Type1,train,Food,11
5238,Low Fat,FDU22,118.9124,3199.8348,0.09079985455555556,12.35,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
5239,Low Fat,FDY48,103.1332,1948.1308,0.023831558,14.0,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5240,Non-Edible,NCP30,40.0822,1257.0304,0.032762495,20.5,OUT035,Tier 2,Small,Supermarket Type1,train,Non-consumable,9
5241,Low Fat,FDD08,38.0506,531.3084,0.035347676,8.3,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5242,Non-Edible,NCG42,130.131,1038.6480000000001,0.041291929,19.2,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-consumable,14
5243,Non-Edible,NCT30,46.9718,850.8924,0.08074705900000001,9.1,OUT017,Tier 2,Small,Supermarket Type1,train,Non-consumable,6
5244,Low Fat,FDT37,255.5014,5355.0294,0.035240817,14.15,OUT013,Tier 3,High,Supermarket Type1,train,Food,26
5245,Low Fat,FDU04,122.1414,2924.1936,0.005557062,7.93,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,14
5246,Non-Edible,NCH30,114.38600000000001,1245.046,0.06715405299999999,17.1,OUT046,Tier 1,Small,Supermarket Type1,train,Non-consumable,16
5247,Low Fat,DRG37,154.6972,1713.7692,0.019362306,16.2,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,26
5248,Low Fat,FDS13,264.7884,3709.8376,0.124506117,6.465,OUT046,Tier 1,Small,Supermarket Type1,train,Food,16
5249,Regular,FDQ47,34.3874,670.4606,0.168871496,7.155,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5250,Regular,FDY26,212.6244,3599.3148,0.030504756,20.6,OUT035,Tier 2,Small,Supermarket Type1,train,Food,9
5251,Regular,FDB14,94.61200000000001,652.484,0.10314237300000001,20.25,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,4
5252,Low Fat,FDV45,189.5556,1126.5336,0.07887225099999999,16.75,OUT019,Tier 1,Small,Grocery Store,train,Food,28
